Rank:1-Name:1-Num:2-Name:2-Num:3-Name:3-Num:4-Name:4-Num:5-Name:5-Num:6-Name:6-Num:7-Name:7-Num:8-Name:8-Num:9-Name:9-Num:10-Name:10-Num:11-Name:11-Num:12-Name:12-Num:13-Name:13-Num:14-Name:14-Num:15-Name:15-Num:16-Name:16-Num:17-Name:17-Num:Job
14:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:4:Pilot:0:Ship Ops:10:Repair:6:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
15:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:5:Pilot:0:Ship Ops:10:Repair:7:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
16:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:5:Pilot:0:Ship Ops:11:Repair:7:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
17:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:5:Pilot:0:Ship Ops:12:Repair:7:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
18:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:5:Pilot:0:Ship Ops:13:Repair:7:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
19:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:5:Pilot:0:Ship Ops:13:Repair:8:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
20:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:5:Pilot:0:Ship Ops:14:Repair:8:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
21:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:6:Pilot:0:Ship Ops:14:Repair:8:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
22:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:6:Pilot:0:Ship Ops:15:Repair:9:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
23:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:6:Pilot:0:Ship Ops:16:Repair:9:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
24:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:6:Pilot:0:Ship Ops:17:Repair:9:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
25:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:6:Pilot:0:Ship Ops:18:Repair:9:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
26:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:7:Pilot:0:Ship Ops:18:Repair:9:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
27:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:7:Pilot:0:Ship Ops:19:Repair:9:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
28:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:7:Pilot:0:Ship Ops:19:Repair:10:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
29:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:7:Pilot:0:Ship Ops:20:Repair:10:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
30:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:8:Pilot:0:Ship Ops:21:Repair:10:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
31:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:8:Pilot:0:Ship Ops:22:Repair:10:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
32:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:9:Pilot:0:Ship Ops:22:Repair:11:Electronics:0:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Crew Dog
1:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:2:Repair:3:Electronics:1:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
2:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:2:Repair:4:Electronics:1:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
3:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:2:Repair:4:Electronics:2:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
4:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:2:Repair:5:Electronics:2:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
5:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:3:Repair:5:Electronics:2:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
6:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:3:Repair:6:Electronics:2:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
7:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:4:Repair:6:Electronics:2:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
8:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:4:Repair:7:Electronics:2:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
9:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:4:Repair:7:Electronics:3:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
10:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:4:Repair:8:Electronics:3:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
11:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:5:Repair:9:Electronics:3:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
12:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:5:Repair:9:Electronics:4:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
13:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:6:Repair:9:Electronics:4:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
14:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:6:Repair:10:Electronics:4:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
15:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:7:Repair:10:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
16:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:7:Repair:11:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
17:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:7:Repair:12:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
18:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:7:Repair:13:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
19:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:8:Repair:13:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
20:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:8:Repair:14:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
21:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:8:Repair:14:Electronics:6:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
22:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:9:Repair:15:Electronics:6:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
23:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:9:Repair:16:Electronics:6:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
24:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:9:Repair:17:Electronics:6:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
25:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:9:Repair:18:Electronics:6:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
26:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:9:Repair:18:Electronics:7:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
27:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:9:Repair:19:Electronics:7:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
28:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:10:Repair:19:Electronics:7:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
29:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:10:Repair:20:Electronics:7:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
30:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:10:Repair:21:Electronics:8:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
31:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:10:Repair:22:Electronics:8:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
32:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:11:Repair:22:Electronics:9:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Mechanic
1:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:2:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:4:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
2:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:3:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:4:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
3:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:3:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:5:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
4:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:4:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:5:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
5:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:4:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:6:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
6:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:4:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:7:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
7:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:4:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:8:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
8:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:5:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:8:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
9:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:5:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:9:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
10:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:5:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:10:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
11:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:6:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:11:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
12:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:6:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:12:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
13:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:7:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:12:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
14:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:7:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:13:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
15:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:8:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:14:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
16:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:9:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:14:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
17:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:9:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:15:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
18:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:9:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:16:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
19:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:9:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:17:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
20:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:10:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:17:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
21:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:10:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:18:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
22:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:11:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:19:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
23:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:11:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:20:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
24:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:12:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:20:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
25:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:13:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:20:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
26:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:13:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:21:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
27:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:13:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:22:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
28:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:13:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:23:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
29:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:13:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:24:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
30:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:14:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:25:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
31:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:14:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:26:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
32:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:15:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:0:Repair:0:Electronics:0:Navigation:27:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Hyperwarp Navigator
1:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:0:Pilot:0:Ship Ops:1:Repair:0:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Electronics Tech
2:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:1:Pilot:0:Ship Ops:1:Repair:0:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Electronics Tech
3:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:1:Pilot:0:Ship Ops:2:Repair:0:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Electronics Tech
4:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:2:Pilot:0:Ship Ops:2:Repair:0:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Electronics Tech
5:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:2:Pilot:0:Ship Ops:3:Repair:0:Electronics:5:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Electronics Tech
6:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:2:Pilot:0:Ship Ops:3:Repair:0:Electronics:6:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Electronics Tech
7:Pistols:0:Rifles:0:Blades:0:Evasion:0:Tactics:0:Stealth:0:Gunnery:2:Pilot:0:Ship Ops:4:Repair:0:Electronics:6:Navigation:0:Doctor:0:Command:0:Negotiate:0:Intimidate:0:Explore:0:Job:Electronics Tech
